gene_symbol,mean_median_tpm,Z
RP5-892K4.1,0.18579593759259264,0.07400995816601831
PRKCZ-AS1,7.73543412962963,0.9412844932247897
FAAP20,10.35490259259259,1.0551834130004054
RP11-181G12.4,0.3819631722222222,0.1404964697286425
SKI,57.45831425925927,1.7668462876129798
MORN1,2.7398540000000002,0.5728546481277493
RP4-713A8.1,0.9407658870370367,0.2879731499684075
RP4-740C4.5,3.548360592592594,0.6578548881100863
RP4-740C4.7,4.367802462962962,0.7297965252638278
RER1,51.90356666666667,1.723484952402597
PEX10,13.441064259259258,1.159599200497596
PLCH2,17.489928944444447,1.2669352421978437
RP3-395M20.2,0.7965788685185187,0.2544462871741528
RP3-395M20.3,0.8560143222222222,0.26858132319646427
PANK4,14.972869074074072,1.2033829318633074
HES5,1.7906734999999994,0.4457090283757942
RP3-395M20.12,3.8440075000000005,0.6852048068917604
RP3-395M20.8,2.7186124074074076,0.5703809140146854
TNFRSF14,68.86681796296295,1.844270964055893
RP3-395M20.7,0.3164744444444444,0.11941243294874618
RP3-395M20.9,1.5512659259259254,0.40675572875603705
FAM213B,20.981803518518518,1.34206332166382
MMEL1,1.1092517814814817,0.3241284245860472
RP13-436F16.1,0.04797387037037037,0.02035045431237087
TTC34,0.9784583111111111,0.29632690350517954
ABC14-1188822O7.1,0.11965730740740739,0.04908511885260084
RP11-740P5.2,0.0076042962962962965,0.003290010606341625
RP11-740P5.3,0.05107222222222222,0.021632558687559672
ACTRT2,6.86727235,0.8958241848780171
LINC00982,12.842156775925925,1.1412037637411732
PRDM16,4.459396590740742,0.737144644207803
MIR4251,0.0,0.0
RP1-163G9.2,0.15000116666666663,0.06069828094199305
RP11-193J6.1,0.035794112777777776,0.01527343825612615
RP11-22L13.1,0.10435464740740741,0.043108563138238284
ARHGEF16,7.537835374074073,0.9313477765137824
RP11-168F9.2,0.4459413092592592,0.16015066530834884
MEGF6,21.342584666666667,1.3491334123579561
MIR551A,0.0,0.0
RP11-46F15.2,3.2701935,0.6304475551370172
TPRG1L,75.2384148148148,1.8821738576678377
WRAP73,20.623940000000008,1.3349348276543638
TP73,1.701063253703704,0.43153475464758423
RP5-1092A11.5,0.049810529629629625,0.021110924440038627
RP5-1092A11.2,0.013528388888888888,0.005835917770143309
TP73-AS1,16.172403148148142,1.2348310756471939
CCDC27,0.9530993318518518,0.2907243314486925
SMIM1,4.487698944444445,0.7393902779259462
LRRC47,31.187875555555554,1.5076923135931548
RN7SL574P,0.7321792629629628,0.23859283507566523
RP1-286D6.5,4.686370907407408,0.7548351841948565
CEP104,10.705108518518522,1.0683754444124218
DFFB,6.608416111111109,0.8812942565341941
C1orf174,16.794380370370373,1.250282869754071
LINC01134,0.3539252018518519,0.13159467223665258
LINC01346,0.04404260462962964,0.01871822144212275
LINC01345,0.10754865740740742,0.04436281496675568
EEF1DP6,0.0008277037037037037,0.0003593184670617952
LINC01777,0.09684454814814815,0.04014508093355929
RP1-37J18.1,0.027155185185185185,0.011636062855466055
LINC01646,0.06122287777777778,0.025806603905042563
AJAP1,1.8126471909259254,0.4491152591315973
RP11-542C10.1,0.05380611111111112,0.02276071275464613
RP1-58B11.1,0.0634695148148148,0.02672504502627489
RP3-491M17.1,0.0,0.0
RP11-154H17.1,0.11043789074074074,0.04549427250816946
MIR4417,0.0,0.0
MIR4689,0.0,0.0
NPHP4,7.077745925925925,0.9072901889300714
KCNAB2,22.58203129629629,1.372581211394231
CHD5,11.007503359259259,1.079452716810692
RPL22,178.38014074074067,2.253774360424242
RP1-120G22.11,1.2811482777777778,0.3581535159332513
RNF207,13.075810351851853,1.148473406806299
ICMT,30.38661388888888,1.4967444648337405
LINC00337,0.11605194944444441,0.04768441040081129
HES3,0.007976037037037037,0.0034502075992998284
GPR153,10.028513370370367,1.0425169740396265
ACOT7,28.76548944444444,1.4737130282038744
HES2,1.8152092274074079,0.44951067731589345
ESPN,4.988979124074075,0.7773527992563185
MIR4252,0.0,0.0
RP1-202O8.2,0.10156284629629632,0.04200927953589458
TNFRSF25,35.85235798148147,1.5664652812203939
PLEKHG5,26.879995370370374,1.4452926973089428
NOL9,7.867896481481481,0.9478206147780651
RNU6-731P,0.0,0.0
RP11-58A11.2,0.25067139629629626,0.09714321734997027
TAS1R1,0.3918866092592592,0.14360385669779663
ZBTB48,23.585285,1.3906752471272958
KLHL21,31.834218148148146,1.5163266792809103
PHF13,19.823964444444442,1.3185634135724258
THAP3,13.175673703703703,1.1515437080480642
DNAJC11,17.419801666666665,1.2652849496645235
LINC01672,0.1112084711111111,0.04579554351320576
RP11-312B8.1,0.36540791666666655,0.13526241657240465
CAMTA1,10.007275740740742,1.041679846023369
RP11-312B8.2,0.0,0.0
RP11-334N17.1,0.0,0.0
RNU1-8P,0.0,0.0
CAMTA1-IT1,0.18199144074074075,0.07261433166154417
RP3-453P22.2,0.2522314814814815,0.09768461788211637
RP4-549F15.1,0.21845874444444446,0.08581082907802882
RP11-338N10.1,1.3249018777777772,0.3664046282630011
RP11-338N10.2,0.9444140000000004,0.2887887393829911
RP11-338N10.3,1.7214986722222225,0.43480812676747704
VAMP3,81.22233703703702,1.9149898167384773
RP3-467L1.6,3.4650364259259256,0.6498250062288428
PER3,16.958884425925923,1.2542793555655856
RP3-467L1.4,1.270477505555556,0.3561172035452925
UTS2,0.1016142277777778,0.04202953636785428
TNFRSF9,0.12894991314814813,0.052674674497243223
RP5-892F13.2,0.0028092777777777777,0.0012183433047808986
PARK7,184.17528703703707,2.2675830265165833
Y_RNA,0.1052265,0.04345128944190061
ERRFI1,81.1611115740741,1.9146663062856797
RP11-431K24.1,0.29269960555555546,0.11149761629076263
CTA-215D11.4,0.02689937777777778,0.011527890708489443
RP11-431K24.2,0.0009629351851851853,0.00041799621800679286
LINC01714,0.04428067592592593,0.01881724160024834
RNU1-7P,0.0,0.0
RP11-431K24.4,0.0010050351851851852,0.0004362620423969911
RNU6-991P,0.0,0.0
SLC45A1,7.622337909259259,0.9356250388438999
Y_RNA,0.049309074074074075,0.02090342851226396
RERE,51.938307407407414,1.7237700515219154
RP5-1115A15.1,1.2112620555555556,0.3446402136495972
SNORA77,0.09044461111111109,0.037603610584385
RP5-1115A15.2,0.03902415925925927,0.016625645835329664
RPL7P11,0.039350914814814814,0.016762202646127055
RPL7P7,0.04690500740740743,0.01990727706529297
Y_RNA,0.0,0.0
RP4-633I8.3,0.0,0.0
RP4-633I8.4,0.0005651333333333334,0.0002453649627750993
RPL23AP19,0.0,0.0
ENO1,641.9467037037035,2.8081749740957576
MIR6728,0.00431712962962963,0.0018708700809362652
ENO1-IT1,0.2995230648148148,0.11378399205781334
ENO1-AS1,1.0020577222222224,0.3014765946623863
RNU6-304P,0.004599111111111111,0.001992789551471766
HMGN2P17,0.054988788888888904,0.023247844515643323
RP3-477M7.5,0.02229633888888889,0.009576805474968312
RP3-477M7.6,0.0,0.0
CA6,0.6165211594444447,0.20858139367991005
RN7SL451P,0.009832351851851853,0.00424928001135265
SLC2A7,0.022147822222222224,0.009513707670543688
SLC2A5,4.2678923518518515,0.7216368916742569
SCARNA16,0.0,0.0
GPR157,6.050461759259259,0.8482175613787897
MIR34AHG,6.845813244444442,0.8946379663129489
LINC01759,1.2155140037037038,0.34547449944189124
RP3-510D11.4,0.16141128574074076,0.06498604187219266
H6PD,31.250755,1.508539886056427
SPSB1,25.1790620925926,1.4179540831884545
RNA5SP40,0.0,0.0
RP13-392I16.1,0.13218469814814815,0.053917280954218834
SLC25A33,6.882474407407408,0.8966625693673214
RP13-15M17.1,0.5839692833333335,0.19974675540487513
TMEM201,6.720349111111111,0.887636939403229
PIK3CD,12.67061651851852,1.1357881008555308
PIK3CD-AS1,0.16839814907407405,0.06759086031148066
RP11-558F24.2,0.0011140407407407408,0.00048355244773866667
PIK3CD-AS2,1.9158717037037036,0.4647684114157255
CLSTN1,101.76216425925924,2.011833242304661
MZT1P1,0.0,0.0
RP11-84A14.7,0.05912462777777779,0.02494706678509346
CTNNBIP1,34.762701481481486,1.5534303175675763
LZIC,13.662400185185188,1.1662050686583967
RP11-84A14.4,0.4006882592592592,0.1463414883561246
NMNAT1,4.436413888888889,0.7353125133323437
RN7SKP269,0.24528645185185188,0.09526926319816771
RP11-84A14.6,0.04503372037037038,0.019130304164304366
MIR5697,0.0,0.0
RBP7,31.456703500000003,1.5113044081439173
UBE4B,22.245034259259267,1.3663301905963823
RP11-496H15.2,0.006455425925925926,0.00279454554054883
PGAM1P11,0.06098126111111112,0.02570771352630881
RNU6-828P,0.012913462962962963,0.0055723435211591215
KIF1B,22.467323518518533,1.370463560522265
MIR1273D,0.0,0.0
RNU6-37P,0.08641498148148148,0.035995745826224876
PGD,86.77225000000001,1.9433572314323526
RP4-736L20.3,0.28192186296296295,0.10786155441977095
CENPS,12.68739624074074,1.1363208399654143
CORT,5.064079481481482,0.7827648849298356
DFFA,13.347367592592596,1.1567722254683606
PEX14,22.59129277777778,1.3727517404138534
RN7SL614P,0.19666792592592597,0.07797365086901309
CASZ1,9.08318304074074,1.0035976510393965
RP4-734G22.3,1.6158630296296297,0.41761499996056994
HSPE1P24,0.0,0.0
C1orf127,0.43044739074074084,0.1554718898720466
CFL1P6,0.13289494444444447,0.05418963875708176
TARDBP,68.32550925925926,1.8408930685517213
MASP2,6.161534444444446,0.8550060850673169
RP4-635E18.8,27.593050740740736,1.4562604949587452
SRM,66.93808888888887,1.832113325921063
EXOSC10,52.95892222222223,1.7320632664702849
RP4-635E18.7,4.127911814814815,0.7099405479716386
RP4-635E18.6,0.9272159203703702,0.2849303746306166
MTOR,13.946597222222222,1.1745423314015948
MTOR-AS1,0.01693074259259259,0.007291376586392823
RNU6-537P,0.0,0.0
ANGPTL7,22.32268949444445,1.3677786303600015
RNU6-291P,0.0,0.0
RPL39P6,0.0,0.0
UBIAD1,7.5859716666666674,0.9337894509928699
UBE2V2P3,0.0707614925925926,0.02969274442070619
MTCYBP45,0.0,0.0
DISP3,1.0949716859259253,0.32117815774182407
LINC01647,0.07753141666666667,0.03242994137204228
FBXO2,64.1863025925926,1.8141563482871041
FBXO44,50.41055166666666,1.7110522641374817
FBXO6,13.404053518518522,1.158484726331162
MAD2L2,17.837870555555558,1.2750318083167265
DRAXIN,0.29941453740740737,0.1137477211953198
AGTRAP,26.992752777777785,1.4470456086274333
C1orf167,0.7632609953703704,0.2463166007053759
RP11-56N19.5,0.0735512962962963,0.030822800673692693
MTHFR,11.038099074074076,1.0805579132657783
CLCN6,20.589593888888892,1.3342444731136007
NPPA-AS1,3.210002481481482,0.624282351819848
NPPA,535.9485413518518,2.7299326669327457
NPPB,31.354715655555555,1.50993758744471
RP5-934G17.6,0.024854269814814818,0.010662114840710772
RNU5E-1,0.15358414814814816,0.06204927960568719
RNU5E-4P,0.017830833333333334,0.007675602897758383
KIAA2013,39.72747592592594,1.6098874956394065
PLOD1,54.07022407407408,1.7409168435765419
MFN2,68.80831111111112,1.8439071311449473
RP5-1077B9.5,0.0,0.0
MIIP,23.196591851851853,1.383754198865969
Y_RNA,0.5218891666666668,0.1823830255897754
MIR6729,0.0,0.0
RN7SL649P,0.0,0.0
TNFRSF8,2.6976361203703703,0.5679241705628028
RNU6-777P,0.0,0.0
RPL23AP89,0.00529534074074074,0.0022936697276433916
MIR7846,0.0,0.0
TNFRSF1B,38.96159240740741,1.6016427858595184
MIR4632,0.0,0.0
RPL10P17,0.0029189999999999997,0.0012658589690199022
SNORA70,0.0,0.0
VPS13D,13.293672222222218,1.155143818781494
SNORA59A,1.9604370000000002,0.47135582345095844
RP5-888M10.2,0.20783528518518518,0.08200771275149996
DHRS3,73.7538627777778,1.8736336389995423
RNU6ATAC18P,0.43381559259259256,0.1564932989821558
MIR6730,0.0,0.0
RP11-474O21.5,2.181802574074074,0.5026732288460098
AADACL4,0.14104010740740738,0.057300910079554915
RP11-474O21.2,0.0,0.0
AADACL3,0.019873507037037035,0.00854631038698887
C1orf158,0.576592127962963,0.19771935376892946
PRAMEF12,0.0041802407407407404,0.0018116715078663052
PRAMEF1,0.010159666666666668,0.004390024150794892
LINC01784,0.23037935,0.09003903356243599
PRAMEF11,0.020893888888888892,0.008980604119343583
PRAMEF30P,0.0007023259259259258,0.00030490921383322935
HNRNPCL1,0.08382729444444444,0.034960083821000104
PRAMEF2,0.014666333333333333,0.006323250706549067
PRAMEF4,0.0,0.0
PRAMEF10,0.002167240740740741,0.0009402022399674087
PRAMEF7,0.0,0.0
RNU6-1072P,0.0,0.0
PRAMEF29P,0.0,0.0
PRAMEF6,0.000618912962962963,0.0002687073399400444
PRAMEF28P,0.0014373888888888889,0.0006238018471967075
PRAMEF27,0.0,0.0
HNRNPCL3,0.0007017796296296297,0.0003046721268138097
PRAMEF25,0.0,0.0
PRAMEF34P,0.0,0.0
PRAMEF35P,0.0,0.0
HNRNPCL2,0.006534616666666666,0.0028287157063336178
PRAMEF36P,0.0,0.0
RP13-221M14.2,0.0,0.0
PRAMEF26,0.0,0.0
HNRNPCL4,0.0006512481481481482,0.00028274141966736643
PRAMEF9,0.0,0.0
PRAMEF13,0.00045914814814814814,0.0001993597427900581
PRAMEF18,0.001706798148148148,0.0007406211517007447
PRAMEF31P,0.001154474074074074,0.0005010925263285745
PRAMEF5,0.0,0.0
PRAMEF32P,0.0,0.0
RNU6-771P,0.0,0.0
PRAMEF8,0.0004814907407407407,0.0002090584459760952
PRAMEF33,0.0010902351851851853,0.00047322520836426467
PRAMEF15,0.0005686925925925926,0.00024690985361234933
RP11-219C24.10,0.0,0.0
PRAMEF14,0.008802611111111112,0.0038061976626457294
PRAMEF19,0.0035215,0.0015266814885129317
PRAMEF17,0.001205687037037037,0.0005233078177166996
PRAMEF20,0.0034815555555555554,0.0015093943680383178
LRRC38,1.413266937037037,0.382605362882827
RP4-597A16.2,0.09533333333333333,0.039546304379380455
BRWD1P1,0.0,0.0
PDPN,13.73105852407407,1.1682339548974368
RNA5SP41,0.0,0.0
CTA-520D8.2,0.05283150185185184,0.022358871022682948
SCARNA11,0.005657296296296296,0.002450008866889467
PRDM2,17.630683333333337,1.2702287841744766
KAZN,12.436829074074073,1.1282967926679162
RNU6-1265P,0.0,0.0
RP11-344F13.1,0.05204978333333333,0.022036291258216305
RP4-704D23.1,0.027636851851851853,0.01183967000938827
TBCAP2,0.007494833333333333,0.00324282765624715
TMEM51-AS1,2.9720111907407407,0.5990104634059482
TMEM51,14.337535129629622,1.185755570459548
C1orf195,0.04731096481481481,0.020075650400681194
RP1-21O18.3,0.01693454814814815,0.007293001799022082
RP5-903E17.2,0.044458462962962964,0.018891173215631024
FHAD1,0.6729264648148148,0.22347685152603503
RP3-467K16.2,0.29696054259259264,0.11292676375179729
RP3-467K16.7,0.08124934814814812,0.03392585865021391
RP3-467K16.4,0.3418339622222223,0.127698779803261
EFHD2,71.83173851851852,1.8623206768358824
CTRC,62.15812496851853,1.800429228240732
CELA2A,95.36969122407407,1.98394046747309
CELA2B,20.20450307962963,1.3264280993704283
CASP9,10.988659074074077,1.0787706101799812
DNAJC16,5.981709259259259,0.8439617594411484
SCARNA21,0.0,0.0
RP4-680D5.8,0.4804412592592592,0.17039118019160202
AGMAT,2.4518370500000004,0.5380502858971205
RP4-680D5.2,0.17687303333333326,0.07072961161399993
CHCHD2P6,1.5585456481481483,0.40799316981780887
RNU7-179P,0.0,0.0
CD24P1,0.0024844444444444445,0.0010776423951082274
DDI2,11.71300555555555,1.104248236776222
RP4-680D5.9,0.16316278888888894,0.06564050008415329
PLEKHM2,72.26244259259255,1.8648813940828328
RP11-288I21.1,1.1798442962962963,0.33842547357051017
SLC25A34,5.660324407407408,0.8234953830615495
TMEM82,1.2908199190740743,0.3599909507230907
RP11-169K16.4,0.9624036814814816,0.29278834993823605
FBLIM1,46.11715929629628,1.6731790988602724
RPL12P14,0.33362495740740744,0.12503371426663457
UQCRHL,5.738928333333335,0.8285908377927784
RP11-169K16.8,1.0752542037037036,0.3170713022548412
FLJ37453,4.766089814814816,0.7608814028414154
SPEN,23.247931296296294,1.3846746928382165
RP1-134O19.3,0.0054426907407407405,0.0023573212735146782
ZBTB17,20.676973703703705,1.335998650766626
RP11-5P18.1,0.010933666666666668,0.004722659897875023
RP11-5P18.3,0.0,0.0
RP11-5P18.11,0.0,0.0
TBC1D3P6,0.0,0.0
C1orf64,0.6303596175925925,0.21228340974754561
HSPB7,141.41585637037036,2.1535583456967893
CLCNKA,8.732880038888888,0.9882413705787418
RP11-5P18.10,2.5900656129629644,0.555102385928559
CLCNKB,7.099492673148148,0.9084578168845135
FAM131C,7.30661276851852,0.919423965320728
EPHA2,20.542603688888885,1.3332981919694225
RP11-276H7.2,0.7211566092592593,0.23582038888809012
RP11-276H7.3,0.4105433814814815,0.14938644749124508
ARHGEF19,8.713289222222222,0.9873663204505156
ANO7L1,1.0444664277777778,0.31057998339093346
RSG1,5.206829462962963,0.7928698130007334
MT1XP1,1.329683814814815,0.3672969824856143
FBXO42,10.66605425925926,1.0669239920187428
SZRD1,46.38347222222223,1.6756268822984899
RP11-430L17.1,0.15460409259259256,0.062433092559138814
SPATA21,0.32539857259259264,0.12234649853552657
NECAP2,38.97366037037037,1.6017739182342923
LINC01772,3.3085487592592595,0.6343310121608807
CROCCP3,6.582370759259256,0.879805016540381
RNU1-1,0.0,0.0
RP4-798A10.7,0.4061704370370371,0.1480379632006405
RP4-798A10.4,0.06221243333333334,0.026211380585712967
LINC01783,0.41110439074074073,0.1495591431984853
RNU1-6P,0.0,0.0
FAM231B,0.04806283333333333,0.02038732019727024
RP5-875O13.6,0.008107512962962962,0.003506851352197545
NBPF1,4.110531592592593,0.7084660773796927
RP5-1182A14.5,0.1027772037037037,0.042487779914678496
CROCCP2,21.487822592592586,1.3519474064449017
MST1P2,9.14223974074074,1.0061338721209667
RP1-163M9.8,0.00027215925925925925,0.00011818118317287658
RNU1-3,0.0,0.0
FAM231A,0.0,0.0
RP5-875O13.7,0.10803740925925928,0.04455442317274314
EIF1AXP1,0.6415224074074074,0.2152468153912631
ESPNP,0.1576715837037037,0.06358537319592353
RP1-163M9.7,0.030337407407407407,0.012979467597985234
FAM231C,0.0,0.0
RP5-1182A14.7,0.0,0.0
RNU1-4,0.0,0.0
CROCCP4,0.01141041111111111,0.004927419797647531
MST1L,2.873323588888889,0.5880837807450346
RP11-108M9.1,0.0,0.0
RP11-108M9.2,0.005420811111111111,0.002347870405859207
MIR3675,0.0,0.0
RP11-108M9.3,0.5657007907407409,0.19470877091104524
RP11-108M9.4,7.388391277777777,0.9236786799974691
RP11-108M9.5,3.0269010555555553,0.6049709587472004
RNU1-2,0.0,0.0
RP11-108M9.6,0.3916652944444445,0.14353479687325224
CROCC,16.237788888888893,1.2364815576058934
MFAP2,9.655333074074068,1.0275670298335688
RP1-37C10.3,0.1831943648148148,0.07305609258479756
ATP13A2,35.313650185185196,1.5600699056357683
SDHB,82.9881240740741,1.9242178811365735
PADI2,20.552903498148154,1.333505784393928
RP11-380J14.1,0.03533598351851852,0.015081308352847215
RP11-380J14.4,0.005138962962962962,0.0022261082002728826
PADI1,4.606366362037035,0.7486814744111139
PADI3,0.5861266407407408,0.20033785963932668
MIR3972,0.006341981481481482,0.0027455904931152114
PADI4,4.725193970370371,0.7577902052188169
PADI6,0.007353657407407407,0.0031819675707475815
RCC2,33.04544518518519,1.532059017474716
ARHGEF10L,32.785807740740744,1.528734306364534
RP11-473A10.2,0.03602148148148148,0.015368760420942337
ACTL8,0.3165547537037037,0.11943892552860624
LINC01654,0.016010479629629627,0.006898187496964012
IGSF21,13.847800801851848,1.1716621324175631
RP11-174G17.3,0.10494699444444447,0.04334144492391022
RP11-174G17,0.09483307407407408,0.03934790864208787
RP11-422P22.1,0.029660735185185187,0.012694151784672689
KLHDC7A,0.8720005501851851,0.2723059720422332
DYNLL1P3,0.0,0.0
RP1-8B22.2,0.0,0.0
PAX7,0.1296811798148148,0.05295589358629181
TAS1R2,0.009770723703703703,0.0042227750361890064
ALDH4A1,31.81270240740741,1.5160419997336212
MIR4695,0.0,0.0
MIR1290,0.0,0.0
IFFO2,21.294153518518517,1.348190987373429
RP5-1126H10.2,1.3047025185185182,0.3626148764052905
UBR4,27.014609814814815,1.447384578027827
RP1-43E13.2,1.1860637222222221,0.3396628171773345
EMC1,11.07246259259259,1.0817958683812852
MRTO4,21.273250185185187,1.347783595323127
AKR7L,2.841814820370371,0.584536427566408
AKR7A3,11.801400388888888,1.1072574812025748
RP4-657E11.10,2.108305081481482,0.492523638411211
AKR7A2,53.0949888888889,1.733157035925391
RNU6-1099P,0.06080268518518518,0.02563461038161884
PQLC2,14.507599444444441,1.1905445748142731
CAPZB,142.57871111111112,2.157090050405044
RN7SL277P,0.0,0.0
RNU4-28P,0.0,0.0
RP5-1056L3.1,0.0952042351851852,0.03949511455800024
MINOS1,24.90633537037037,1.4134059833838415
RP5-1056L3.3,7.562458148148147,0.9325984617474615
NBL1,153.94791148148147,2.190185726827765
HTR6,0.3297904962962963,0.12378322482470791
TMCO4,11.317668888888887,1.0905285256463304
RNF186,1.0560040796296297,0.31302397207366545
