ZNF146	1.3249663
ZNF252P	1.3229359
MMP1	1.3192844
GOLGA4	1.3192168
SRFBP1	1.3184933
PNPLA8	1.3178881
CDC5L	1.3175513
AKAP9	1.3157213
COPS2	1.3141764
CCP110	1.3121435
SMC2	1.3120709
FNBP1L	1.3119971
NOL8	1.3096619
PPP1R12A	1.3026355
PRPF40A	1.3020014
OSBPL8	1.3013664
MET	1.2953228
NCL	1.2949361
SPDL1	1.294821
LAMA2	1.2941622
OPA1	1.2897468
ITPR2	1.2894376
MTHFD2	1.2850393
IGF1	1.2832893
BCLAF1	1.2828479
JMJD1C	1.2800848
PCM1	1.2800595
PDE1A	1.2782315
GNL3	1.2780491
KTN1	1.2737754
CCL20	1.2700288
CFLAR	1.2685666
SLC1A3	1.2681796
DNM1L	1.2655027
MACC1	1.2635555
EPS8	1.2614794
CCDC59	1.2586412
RFC1	1.2568767
FAM208B	1.256371
CEP350	1.2546499
SAMD9L	1.2527358
ACSL1	1.248983
ASCC3	1.2489176
PDGFD	1.2484713
FMO5	1.2480081
CFHR1	1.2470827
PSMD1	1.2470748
CA1	1.2451656
PTPN13	1.2433972
CKAP2	1.2425641
CHD1	1.2424317
FLJ45950	1.2423661
TFEC	1.2400979
ZC3H13	1.2397853
DNAJC13	1.2389815
DCLK1	1.2335379
TWF1	1.2318948
RSL1D1	1.2311839
COPB1	1.2309384
ANKRD36	1.2284195
HOOK1	1.2259935
NRIP1	1.2241619
GNL2	1.2217802
WDR75	1.2166599
ANKRD22	1.2156349
JPX	1.2144952
DNAJC3	1.2125967
CHORDC1	1.2123883
ARHGAP11A	1.2120657
ALDH1L2	1.210509
LRPPRC	1.2092545
DNAJC21	1.2042638
NR1D2	1.2022687
CLDN1	1.2011716
ITGA2	1.2003765
SLU7	1.200171
PPIP5K2	1.1997352
COL14A1	1.1993751
PUM3	1.1960961
COPB2	1.1949753
DHX36	1.1944873
C5	1.193932
NBN	1.193043
CFI	1.1913834
IL13RA2	1.191291
BOD1L1	1.1892262
ABCE1	1.1891205
SLK	1.1865576
CENPE	1.1858752
CLOCK	1.1818573
TXNRD1	1.1806551
NOC3L	1.1804415
GFPT1	1.179593
DDX18	1.1775302
DLGAP5	1.1756848
MAP7D3	1.1753779
ZCCHC6	1.1752471
CHD9	1.1748984
TRIP11	1.1744806
SUPT16H	1.1740336
RIOK1	1.1738644
CEP295	1.1735581
STK38L	1.1731902
ARID4A	1.1731628
TAX1BP1	1.1719796
MRC1	1.1719233
MRC1	1.1719233
ADAMTS9	1.1718021
KIF21A	1.1709901
RBBP8	1.1696076
SLC10A5	1.1692591
POLR2B	1.1674103
ANGPTL1	1.1672458
EIF5	1.1655418
FAM171B	1.1653207
STAG2	1.1635874
IWS1	1.1635488
RSRC1	1.1621018
RNF6	1.1617885
EHF	1.1603465
CENPU	1.1596809
AQP9	1.1595746
ESCO2	1.1590248
TTC3	1.1590092
DDX60L	1.1589283
KNL1	1.1587575
EIF2S1	1.158157
BZW1	1.1576012
PSME4	1.1557805
SPARCL1	1.1549942
BAZ1A	1.1542221
ATRX	1.1532833
ECT2	1.1528071
HIF1A	1.1516079
RAB27B	1.1503556
HSP90B1	1.148823
MYCBP2	1.1458379
CHD2	1.1441854
BCAT1	1.1434262
ZNF28	1.1433284
TXLNG	1.1398974
FAM111B	1.1392645
DIAPH2	1.138897
CEP290	1.1378844
MCM8	1.1376456
DIS3	1.1366475
SRP72	1.135293
CLTC	1.1350079
FBN1	1.1336476
KIF20B	1.1312064
ECHDC1	1.1304995
UTRN	1.1301885
CCT5	1.1291741
KIF20A	1.1287934
TOPBP1	1.1282892
CKAP5	1.1281204
HLTF	1.1277052
KRR1	1.1276248
AHI1	1.127419
ZNF292	1.1263157
DOCK11	1.1262982
ESF1	1.1258111
ANKRD50	1.1249727
DLD	1.1248794
SMC5	1.1245866
TPX2	1.1232885
DDX1	1.1227408
DDX52	1.1220273
SMG1	1.1214897
IPO5	1.1212778
TTC21B	1.1202427
IPO7	1.1188336
KIAA1107	1.1186148
POLK	1.1179881
RIOK2	1.1178418
DDX3X	1.1172839
ALAS2	1.1167988
CENPF	1.1167538
SKIV2L2	1.1156743
MIR29A	1.1153944
DDX10	1.114205
KLHL4	1.1130535
WDR3	1.1128071
RANBP6	1.1127258
IDE	1.1125581
HSPA9	1.1113361
NOP58	1.1112447
DNAJC10	1.1111063
SECISBP2L	1.1110622
CRYBG3	1.1110373
ACSM3	1.1074648
PLS1	1.1063068
MIR222	1.1056436
ODF2L	1.1047436
SDAD1	1.104185
PLK4	1.1039207
TWF1	1.1035862
TARS	1.101905
MOSPD2	1.1016279
VEPH1	1.1012087
CCDC80	1.1007545
SRPK1	1.1006505
ERCC6L2	1.0999485
IQGAP1	1.0969036
FGF7	1.0962773
CDK1	1.0950579
PLIN2	1.0947285
DHX9	1.0943414
EPHA4	1.0924378
AIM1	1.0920944
FRK	1.0916408
NCAPG	1.0910861
SLC7A2	1.0903944
FXR1	1.0896738
NUCB2	1.0896621
TOP2B	1.0888237
UFL1	1.0886885
ZNF271P	1.0879101
USP34	1.0876291
UTP20	1.0869482
ZFX	1.0868232
AOX1	1.0867992
SLC41A2	1.0866011
MYO5A	1.0850417
CEP55	1.0850279
ZNF100	1.0835008
RAI14	1.0824628
SAMSN1	1.0822004
ATP6V1C1	1.0815023
STEAP1	1.0813153
RLIM	1.0812187
GOLIM4	1.0808164
NUSAP1	1.0803301
CCDC102B	1.0798665
KIAA0368	1.0794206
LDHB	1.0786309
ACSL4	1.0768752
WRN	1.0763528
FAP	1.0755148
MPDZ	1.0752473
IBTK	1.0743615
RPL21P44	1.0734789
KIF18A	1.0731903
ICE1	1.0731827
FBXO30	1.0731751
TOP1	1.0725982
ATAD2	1.0724672
MKI67	1.0709387
SETX	1.070709
FCHO2	1.0706656
CALD1	1.0694791
SYNE2	1.0688975
KYNU	1.0680825
AGL	1.0679825
SULF1	1.0678168
ZNF518A	1.0676682
USP47	1.0662185
FER	1.0656667
DMXL2	1.0653036
PIK3C2A	1.064587
FMN1	1.0641418
ACE2	1.0637805
SLTM	1.0624318
RRM1	1.061997
CWC22	1.0612669
KIAA1109	1.0610397
HEATR1	1.0609085
CMAHP	1.0608607
CTR9	1.0605537
DST	1.0603825
PBRM1	1.06017
PBDC1	1.0595284
RANBP2	1.0590815
MCTP1	1.0584233
HSPA13	1.0583775
LRRK2	1.0582261
ZNF675	1.0577371
CALU	1.0568008
IMPA1	1.054038
USP15	1.0540134
QSER1	1.0534873
RNF19A	1.0532415
F13A1	1.0507836
CAND1	1.0485154
FRMD4B	1.0481079
ZNF799	1.045735
ARMC8	1.0456615
IRAK3	1.0453255
ARHGAP21	1.0452441
ZNF724	1.0451444
TRIP12	1.0447712
PHF20L1	1.0438788
ZNF33A	1.0435372
IVNS1ABP	1.0433573
DMTF1	1.0432325
ZNF841	1.0430238
ABCC9	1.0427358
RSPO3	1.0417345
GOLGA5	1.0413593
GAPT	1.0409468
XRN1	1.036959
U2SURP	1.0368105
MIER3	1.036263
DHX29	1.0356641
ARNTL2	1.0347115
PNN	1.0344393
SLC5A8	1.0341506
MIOS	1.0335655
ZNF277	1.0335144
TIPARP	1.0330658
C12orf4	1.0328561
AZI2	1.031531
SOCS4	1.0311082
R3HCC1L	1.0308727
VPS13C	1.0304514
NIPBL	1.0299605
ATP13A3	1.0297378
SCYL2	1.0289891
BRWD3	1.0286264
FRS2	1.0285196
ATP6V1D	1.0284229
ANKRD12	1.0271554
PJA2	1.0270639
FAT1	1.0253058
UPF2	1.0248479
ZNF429	1.0244626
EIF2S2	1.0233658
HOOK3	1.023297
CCDC18	1.0229465
SYNE1	1.0228999
NARS	1.0223206
EIF1AX	1.0214489
MTUS1	1.021215
TNFAIP6	1.0208377
IFI16	1.0206648
MAP1B	1.0193412
ZNF33B	1.0193072
UBXN4	1.0189816
PHIP	1.0176318
BTAF1	1.0174966
FAM91A1	1.0173127
RAPGEF6	1.0169828
ZNF260	1.016639
FANCI	1.0165869
AP3B1	1.0163055
GTF3C3	1.0162824
ASPM	1.0159237
ATP2B1	1.0158675
ADGRL4	1.0157422
LYSMD3	1.0151288
ZNF175	1.0144396
RB1CC1	1.0143547
N4BP2	1.0142805
ZNF614	1.0135456
SF3B1	1.0130888
SRBD1	1.0126539
IARS	1.0122452
SUCLA2	1.0119449
LRRCC1	1.0106392
SBNO1	1.0104782
PKP2	1.0102573
SPG20	1.0097148
RECQL	1.0091387
ZNF148	1.008976
TAOK3	1.0069924
SREK1	1.006942
VPS41	1.0066771
CFAP44	1.0066187
NSF	1.0051785
UBR5	1.004306
CHEK1	1.0031684
TLR2	1.0031051
AGR2	1.0022707
LOC646813	1.0020986
IL18RAP	1.001807
FREM2	1.0014125
RBAK	0.9996465
TPP2	0.9994836
HIPK3	0.998873
PRC1	0.9987167
UGP2	0.9986535
KIAA0196	0.9986396
FRYL	0.9985734
LTN1	0.9983379
PAPOLA	0.9961806
FAM175B	0.9961736
ATR	0.9946467
EPC2	0.9944584
BDP1	0.9943408
UBA6	0.9937662
TBC1D15	0.9934464
TNPO1	0.9928697
CDC6	0.9924328
BRIP1	0.9922296
CADPS2	0.9889286
SMARCAD1	0.9884163
MDM2	0.9880507
PKHD1L1	0.9874294
TNIP3	0.9867368
FAM135A	0.9866937
CNTRL	0.9862072
NAPG	0.9858968
MIA3	0.9858885
APC	0.9853467
CCNE2	0.9847523
HSPA5	0.9843982
DNAJC2	0.9842162
LARS	0.9839052
FKBP14	0.9833598
DICER1	0.9831967
MNS1	0.9830741
ELL2	0.9826882
ZNF791	0.9823106
BDP1	0.9813675
TBK1	0.9811479
MYO9A	0.9807976
RABEP1	0.9806657
MIS12	0.9805052
FAM184A	0.9791932
ZFC3H1	0.9788719
COPS4	0.9779317
CWF19L2	0.9777648
ZNF350	0.9774749
VRK2	0.9765239
ME1	0.9763508
ZBTB1	0.9762405
BAZ2B	0.9761824
CFTR	0.9753747
KPNA4	0.9750824
RPGRIP1L	0.9750392
HIVEP1	0.9746973
AIDA	0.9746033
SCAF11	0.9745809
MECOM	0.9742679
TANK	0.973445
SNORD77	0.9732204
ERCC6L2	0.9724553
ZNF189	0.9724038
ZNF644	0.9716761
ZNF615	0.9715635
KPNA2	0.9713684
NUP88	0.9708818
SHOC2	0.9705844
ITGAV	0.9704506
PCF11	0.9698444
ANKIB1	0.9697205
RAD21	0.9690603
UBR3	0.9690399
NAMPT	0.9688673
CDC42BPA	0.9683058
SYNCRIP	0.9679514
SP100	0.9679194
PIBF1	0.967313
PPIG	0.9667466
PDE4DIP	0.9664858
GTF2H1	0.9664085
VPS13A	0.966069
CCDC14	0.9653054
CEP57	0.9648489
SLC16A1	0.9646833
BROX	0.9645861
ZNF468	0.9644497
ZNF594	0.9633232
CHUK	0.9627824
IL1R2	0.9624078
UPF3B	0.9613705
NBEA	0.9611352
MPHOSPH10	0.9610041
CEP70	0.9603597
KPNA3	0.9602525
ZZZ3	0.9587387
STK32A	0.9583204
HSD17B4	0.9581559
MYOF	0.9580503
VPS13B	0.9577009
ZBTB41	0.9572534
MORF4L2	0.9563916
HSPA4L	0.9562152
ALMS1	0.9554841
BACH1	0.9552978
KPNA2	0.9549434
ARFGEF1	0.9521978
RDX	0.9519226
ZNF780B	0.9519111
LOC100132686	0.9509359
LRRC17	0.9507268
LSG1	0.9506502
SCN1A	0.950191
RPGR	0.9498407
CENPJ	0.9497904
RICTOR	0.9495893
CFAP97	0.9492084
ZNF347	0.9487584
KMT5B	0.9482885
ITSN2	0.9482778
MAK16	0.9480859
CATSPERB	0.9480318
OSBPL11	0.946817
EFL1	0.9466025
NIN	0.94633
PLA2G4A	0.9459441
SACS	0.9457712
MYSM1	0.9455154
CUL3	0.9451942
PRPF4B	0.9451368
RAB3GAP2	0.9450973
WBP4	0.9445419
C10orf12	0.9444439
VNN1	0.9440881
FAM98A	0.9436524
BBX	0.9430488
KNTC1	0.9429224
FMNL2	0.9420005
LOC100131541	0.9414758
HNRNPH3	0.9414573
IFT80	0.9412536
ZNF507	0.9411447
WDHD1	0.9411325
ETFDH	0.9407564
FGD4	0.9406279
DOPEY1	0.9405495
PSMD14	0.9399877
ANK2	0.9398364
NLGN1	0.939183
ZNF761	0.9384413
ATP11B	0.9383749
FNIP1	0.9381749
CUL2	0.9376805
CSE1L	0.9369811
HACD3	0.9369242
PWP1	0.9359199
MMRN1	0.935495
NRDC	0.9350666
KNSTRN	0.9346681
WDR36	0.9342219
USP53	0.9341736
USP9X	0.9322159
GGNBP2	0.9313814
PNISR	0.9311499
KIAA0825	0.9310701
SRSF11	0.9309158
KIAA1324L	0.9308627
EZH2	0.9305592
EIF4B	0.9303982
AGPS	0.9297068
ZNF131	0.9294584
CD38	0.9290184
MARCH7	0.9288152
ZNF518B	0.9281346
VPS45	0.9279385
ZEB1	0.927756
ERBIN	0.9276964
HMGCR	0.9273128
TTK	0.9267704
MSANTD4	0.9266262
ZNF14	0.9263878
SLMAP	0.9257442
OTUD6B	0.9256346
C5orf42	0.9253921
USP32	0.925252
RASEF	0.9250173
RAP1GDS1	0.9249645
ARG1	0.9245664
API5	0.9245515
XRCC4	0.9243101
BUB1	0.9242932
TAF1D	0.9241562
EIF2AK2	0.9240013
PIK3CA	0.9239956
HBS1L	0.9236533
KIAA1033	0.9235934
ZNF43	0.923407
KIF15	0.9225412
UGDH	0.9222652
TFRC	0.9212899
HECTD1	0.9212377
RBPJ	0.9205358
HNRNPA2B1	0.9201885
EIF2AK3	0.9200938
CREBRF	0.9200802
AASS	0.9200488
TIGAR	0.9199628
SPAG9	0.9191676
SMCHD1	0.9188964
MTMR2	0.9185331
MORC4	0.9176392
PPP4R2	0.916921
PLOD2	0.9168957
GBE1	0.9157049
CFB	0.9156847
HSP90AB3P	0.9155524
DDX46	0.9153348
PTGS2	0.9149887
PRPF18	0.9147317
SWAP70	0.9146653
EXOC5	0.913737
EXOC1	0.9132008
THOC1	0.9129803
SEL1L	0.9115492
IFT74	0.9112936
EID3	0.9111813
UHRF1BP1L	0.9111623
CFB	0.9107599
NEMF	0.9105386
ZNF638	0.9100327
AREG	0.9099685
PMPCB	0.9095664
ADGRV1	0.9094786
LRP2	0.9090015
ZFYVE16	0.9087702
UAP1	0.9081364
ARHGAP42	0.9079767
NAE1	0.9071496
TAF2	0.9070112
TAF1B	0.9065365
SMARCA1	0.9064818
TET2	0.9064124
RBM25	0.9052356
B3GNT5	0.9050316
KMO	0.9047249
TET2	0.9046408
ERGIC2	0.9041257
ZBTB11	0.9038967
ADIPOQ	0.9034121
CAPN7	0.9033653
POLR3B	0.9030787
NKTR	0.9026322
LUC7L3	0.9015495
SGO2	0.8999523
SF3A3	0.8998099
BIRC6	0.8997242
USPL1	0.8997074
NCOA7	0.899528
SESTD1	0.899505
ZNF354A	0.8992884
SACM1L	0.8989342
TGS1	0.8982575
AMD1	0.8977836
LRRC39	0.8970178
DYNC2H1	0.8969782
IREB2	0.8968818
CASK	0.8963108
HAS2	0.8958748
FBXO38	0.8956259
MBD4	0.8953812
PLEKHA5	0.8944927
TDP2	0.894238
SCFD1	0.8941371
PTPN11	0.8938028
DENND1B	0.8936984
ARID5B	0.89261
NCR3LG1	0.8924532
NPAT	0.8923109
ABCB1	0.8919458
FASTKD2	0.8918516
ZRANB1	0.891711
FARSB	0.8916979
ZNF480	0.8914387
PRKDC	0.8911552
SMC1A	0.8902532
ACACA	0.8899156
PIKFYVE	0.8896059
SGMS2	0.8889442
PUS7L	0.8883783
FAM204A	0.8880548
KIF2A	0.8876759
STIL	0.8871465
SREK1IP1	0.8864673
CCT6A	0.8855641
F5	0.8850935
LMAN1	0.8837215
CCDC47	0.8833049
CHML	0.8829366
JAK1	0.8828285
EXOC5	0.8827256
SLC16A7	0.8822533
RSF1	0.8814166
ZBTB38	0.8813415
CEP97	0.8813067
AADAC	0.8812152
SMARCA5	0.8810138
RBM41	0.8806388
TCP1	0.8801794
RIOK3	0.879409
CEP152	0.878523
CCT2	0.8782375
THUMPD3	0.8778765
ATP11C	0.8772685
MYO5C	0.8771057
ATP6V1A	0.8770428
RNMT	0.8767284
FILIP1L	0.8764675
PAXBP1	0.8762489
DHX15	0.8760174
PPP1R9A	0.8755867
ELL2	0.8755385
STAM2	0.8754706
ACADL	0.8749313
GPSM2	0.8748567
GOLM1	0.8745283
SSB	0.8741241
FMO1	0.8740665
GARS	0.8737968
MND1	0.8737174
CLIP1	0.873695
C1orf27	0.8735708
TIMP4	0.8729921
MPP7	0.8724018
TOPORS	0.8719974
FAM102B	0.8715543
TMEM87A	0.8708976
PARP14	0.8705858
POLD3	0.8705754
JMY	0.8702259
IL1RAP	0.8701178
HSPA4	0.8698752
ZNF160	0.8692003
MPP5	0.8689246
NBEAL1	0.8686335
PLS3	0.8683167
GDAP2	0.8682798
TBC1D23	0.86787
DSP	0.867808
CPD	0.8675818
YME1L1	0.8675739
DKC1	0.8670617
STEAP2	0.8668193
TRPM7	0.8666248
UGGT1	0.8664762
SHPRH	0.866212
NPM1	0.8657862
KIAA2026	0.8656461
AKAP12	0.8650268
ZNF253	0.8646286
PTER	0.8642739
TRNT1	0.8638293
CLINT1	0.8628712
ENOX2	0.8627984
RNF20	0.8627481
TOM1L1	0.8620965
SCAPER	0.8616736
NFXL1	0.8615007
METAP2	0.8608675
FABP3	0.860463
TRIM2	0.8597116
YES1	0.8596299
ELOVL6	0.8594186
ATP8B4	0.859389
PIK3CB	0.8584684
IL6ST	0.8584345
PRPF38B	0.8583402
ZNF37A	0.8582721
KIF16B	0.8582138
DMXL1	0.8582036
RASGEF1B	0.8577509
DPH3	0.857648
STAG1	0.8563278
ZNF143	0.8560054
LIPN	0.8559218
PAK1IP1	0.8554759
KIAA1551	0.8543138
CFB	0.8542235
ZNF385D	0.8539955
SSX2IP	0.85354
ZNF204P	0.853222
PLRG1	0.8532042
C7	0.8529178
TEX10	0.8526521
ADAM10	0.8525024
IL18	0.8523731
HMGCS1	0.8522568
ZC3H11A	0.8517576
CSDE1	0.8513667
KIAA0825	0.8513268
TCEA1	0.8512604
DOCK7	0.851096
ZNF136	0.8506959
CNOT1	0.8506367
NUFIP2	0.8503259
IL1A	0.8502172
CCNB2	0.8499199
GAS2L3	0.8493021
ASPH	0.8484676
IPO11	0.8480378
CWC27	0.8480035
MYO1B	0.8479555
ANKRD17	0.8477536
THUMPD1	0.8471688
LRRFIP1	0.8470845
KIAA1524	0.8466727
RPF2	0.8465537
HMMR	0.8463299
ATP2C1	0.8462576
NUF2	0.8458139
GABPA	0.845
RABL3	0.8448256
ZC3H11A	0.8446561
RIF1	0.8446012
DEK	0.8444914
EIF3J	0.8438685
MTDH	0.8438494
HAT1	0.8434487
SEC24D	0.8433279
NPM1	0.8433261
STRBP	0.8432145
MKLN1	0.8429099
ZNF431	0.8428132
ACAT1	0.84218
AQR	0.8417838
BLM	0.8416261
TAOK1	0.8411832
UTP15	0.8404029
MELK	0.8402057
PHF14	0.8398328
NAMPT	0.8386915
ARMT1	0.8385464
BAGE4	0.8385156
ITGA6	0.8384399
MGA	0.8384335
RPS6KA3	0.8382755
PHAX	0.8380859
PLCB1	0.8378467
ZNF75A	0.837629
GALNT7	0.8374645
SPICE1	0.8372991
ACBD3	0.8372679
ZNF567	0.8366882
MPHOSPH9	0.8366282
XRN2	0.8362288
ZFAND1	0.8362225
BICC1	0.8349134
RASGRP3	0.83475
SNORD79	0.8347245
CD2AP	0.8344448
BRCA2	0.8341211
CR1	0.8336399
PPP4R3B	0.833435
ASUN	0.8330435
ICE2	0.8329107
NPM1	0.8325109
ITGB8	0.8323679
INTS7	0.8322474
RACGAP1	0.8322336
ZFP62	0.8317251
TNKS2	0.8315638
EIF4B	0.8314873
CIR1	0.8310045
HPR	0.8305984
VPS50	0.8299184
SLC30A9	0.8294967
G2E3	0.8293244
COG5	0.8292831
ARHGAP15	0.828654
ZNF24	0.8281692
ANKRD1	0.8280507
ZGRF1	0.8278707
GBP2	0.8272993
GFM1	0.8271344
IPO8	0.8268096
KPNB1	0.8264139
SUCO	0.8262395
CTSE	0.8261321
ABCB7	0.8258044
ZNF844	0.8254568
RARS	0.8250241
EIF3M	0.8238455
IQCB1	0.823662
PIK3R1	0.823303
MUT	0.823285
PIK3C3	0.8232545
DPYD	0.8229439
FHL5	0.8226782
XRCC5	0.8226652
CCDC25	0.8226493
AREG	0.8225867
PTX3	0.8225462
TRPS1	0.822503
YTHDF3	0.8223494
SPAG5	0.8214354
RAB1A	0.8212794
SDCCAG8	0.8212056
FAM198B	0.8211059
CAMSAP2	0.8198322
PHKB	0.819526
IFRD1	0.8194164
GMPS	0.8191144
ARHGEF38	0.8181961
PARP4	0.8180018
LINC00597	0.8178139
ERC1	0.8175004
SNW1	0.8171367
ZNF441	0.8169892
USP25	0.8169867
PSAT1	0.8169578
BANK1	0.81669
PALB2	0.8164575
SENP6	0.8164186
TLR4	0.8163606
C6	0.8161604
CCDC146	0.8158239
ZNF208	0.8145799
EIF2A	0.8138715
ZRANB2	0.813627
MEDAG	0.813612
ZC3H12C	0.8132147
ZNF510	0.812987
ACADSB	0.8127038
USP7	0.8121903
SNORD113-3	0.8121768
IFT57	0.8118449
CTNNB1	0.8117788
MCM6	0.8114035
IKBKAP	0.81122
CNTLN	0.8110341
SYTL2	0.8109796
DDX20	0.8108721
IFIT3	0.8092159
ELOVL7	0.808921
FIG4	0.8088035
NUDCD1	0.8087376
TLR1	0.808573
SNORD75	0.808434
ATG4A	0.8082919
SLC36A4	0.8075584
NOLC1	0.8074703
ZNF84	0.8074362
PSD3	0.8072298
PUS3	0.8067757
PIP5K1B	0.8066207
ATG2B	0.8065868
PELI1	0.8062845
NCKAP1	0.805913
CCNC	0.8056296
RAPGEF2	0.8053598
ZNHIT6	0.8044551
STRN	0.8044321
METTL14	0.8039002
MTMR6	0.8034916
RSRC2	0.8032821
MFN1	0.8031242
BUB1B	0.8030421
GIGYF2	0.8029533
VPS35	0.8028483
SEC63	0.8026321
ANKRD26	0.802355
FBXO5	0.8021328
CYLD	0.8021045
HAUS6	0.801819
ZNF254	0.8013675
PNRC2	0.8013376
PNRC2	0.8013376
MAP3K2	0.8010092
CLIC2	0.8009112
UBR1	0.8004823
DARS	0.8002376
RALGPS2	0.799664
NAA50	0.7995673
L3MBTL3	0.7991512
CYBB	0.7991236
REV3L	0.7986776
TROVE2	0.7981018
CDC27	0.7979227
MYO6	0.7978835
ZBTB21	0.7978161
GDI2	0.7976721
PDS5B	0.797301
KBTBD2	0.7967243
CCDC171	0.7967081
MTM1	0.7967036
ZNF432	0.7966606
TP53BP2	0.7963604
KIAA0825	0.7963481
WDR19	0.7962749
ARID2	0.7954119
PBK	0.7951848
VPS54	0.7948302
RASA2	0.7948036
GOPC	0.7942934
TAF4B	0.7942622
TYW3	0.7937473
AGR3	0.7936733
LYST	0.793557
WEE1	0.7932413
IL2RA	0.7926523
DNAJA1	0.7925108
USP24	0.7924029
CEP112	0.7923641
SKIL	0.7923076
NLRP3	0.7922622
NF1	0.7914094
ME2	0.7912753
ADGRF1	0.7907355
STK26	0.7907338
PDGFRA	0.7905447
DOCK5	0.7892744
HELLS	0.7891427
SCN9A	0.7889581
ZRANB3	0.7889109
ZNF493	0.7885542
ZAK	0.7880112
ZNF451	0.7872338
UTP23	0.7871918
MFAP3	0.786969
RAB11FIP2	0.7869078
PPP2R3C	0.7868967
GPAM	0.7861785
ELF1	0.78599
PRMT9	0.7859321
ZNF106	0.7857022
CFAP69	0.7853085
DDX5	0.7841764
ANK3	0.7839559
NOSTRIN	0.7838025
SENP5	0.7834979
ARL4A	0.7832944
LIG4	0.7827577
ARHGAP18	0.7823848
EDEM3	0.7823319
GPX8	0.7822847
TTC39B	0.7820625
PRKAR2B	0.7816463
FAR2	0.7813295
UTP14A	0.7810038
WEE1	0.7807062
VCAM1	0.779717
ERV3-1	0.7795865
FAM13B	0.7795159
PTCD3	0.7794379
SDR16C5	0.7786284
NUP155	0.7782379
ARAP2	0.7779739
RASA1	0.7776065
ZNF35	0.7772642
PPP6R3	0.7769427
LGALS8	0.7763521
LOC100130428	0.7760932
PUS10	0.7760248
ADAMTS3	0.775793
SLC38A1	0.7757415
PGM2	0.7756933
DSC3	0.7756524
PTPN2	0.7755005
ADK	0.7754723
NLN	0.7753635
AHCYL1	0.7750382
CACYBP	0.7749895
SNX13	0.7748021
PDE8B	0.7747762
NDC80	0.7747372
ZNF770	0.7746776
ZNF140	0.7745319
ZNF92	0.7744974
GALNT3	0.7742277
ZNF302	0.7739463
LRRFIP1	0.7738916
KIAA0586	0.7734943
ERAP2	0.7733088
NFAT5	0.7731289
WWP1	0.7727745
NAA25	0.7726816
DOCK9	0.7725482
HSDL2	0.7723195
OSBPL9	0.7719173
ADD3	0.7716427
EBNA1BP2	0.7715025
FMR1	0.77098
RB1	0.7707412
LARP1B	0.7706281
SNORD44	0.7705862
HIBCH	0.7699477
MTRF1L	0.7699461
RAB27A	0.7696282
CCSER1	0.7691268
ZNF354B	0.7688246
KPNA1	0.7685632
PPWD1	0.7685329
RBM27	0.7679447
SLC39A10	0.7675833
ACSS3	0.767388
FBXO11	0.7672471
EPB41L3	0.7666448
FSTL1	0.7664006
KIF14	0.7663633
HBP1	0.7660474
COBLL1	0.7657581
NFE2L2	0.7655864
DENND2C	0.7651913
TBL1XR1	0.7651464
UPK1B	0.764867
EIF1AX	0.7648389
MTF2	0.7645837
POLA1	0.7644937
CCNT2	0.764479
PITPNB	0.7642841
CEP83	0.7642782
LCP1	0.7637727
CPSF3	0.7637361
