Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	His-Purkinje System Development (GO:0003164)	1/5	3.993945e-03	3.835815e-02	0	0	3.330000e+02	1.839151e+03	HOPX
GO_Biological_Process_2023	Induction Of Bacterial Agglutination (GO:0043152)	1/5	3.993945e-03	3.835815e-02	0	0	3.330000e+02	1.839151e+03	SFTPD
GO_Biological_Process_2023	Negative Regulation Of T Cell Differentiation In Thymus (GO:0033085)	1/5	3.993945e-03	3.835815e-02	0	0	3.330000e+02	1.839151e+03	FOXJ1
GO_Biological_Process_2023	Receptor-Mediated Endocytosis (GO:0006898)	2/122	4.187781e-03	3.835815e-02	0	0	2.364762e+01	1.294845e+02	CAV1;SFTPD
GO_Biological_Process_2023	Response To Cytokine (GO:0034097)	2/125	4.391005e-03	3.835815e-02	0	0	2.306736e+01	1.252142e+02	LAMP3;FOXA2
GO_Biological_Process_2023	Regulation Of Cell Migration (GO:0030334)	3/434	4.604726e-03	3.835815e-02	0	0	1.046921e+01	5.633140e+01	CAV1;PDPN;NKX2-1
GO_Biological_Process_2023	Protein Localization To Basolateral Plasma Membrane (GO:1903361)	1/6	4.790942e-03	3.835815e-02	0	0	2.663867e+02	1.422779e+03	CAV1
GO_Biological_Process_2023	Positive Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process (GO:1903071)	1/6	4.790942e-03	3.835815e-02	0	0	2.663867e+02	1.422779e+03	CAV1
GO_Biological_Process_2023	Angiotensin-Activated Signaling Pathway (GO:0038166)	1/6	4.790942e-03	3.835815e-02	0	0	2.663867e+02	1.422779e+03	CAV1
GO_Biological_Process_2023	Regulation Of Cell Adhesion Molecule Production (GO:0060353)	1/6	4.790942e-03	3.835815e-02	0	0	2.663867e+02	1.422779e+03	CAV1
GO_Biological_Process_2023	Folic Acid Transport (GO:0015884)	1/7	5.587342e-03	3.835815e-02	0	0	2.219778e+02	1.151455e+03	PDPN
GO_Biological_Process_2023	Thyroid Gland Development (GO:0030878)	1/7	5.587342e-03	3.835815e-02	0	0	2.219778e+02	1.151455e+03	NKX2-1
GO_Biological_Process_2023	Negative Regulation Of Nitric Oxide Biosynthetic Process (GO:0045019)	1/7	5.587342e-03	3.835815e-02	0	0	2.219778e+02	1.151455e+03	CAV1
GO_Biological_Process_2023	Negative Regulation Of Nitric Oxide Metabolic Process (GO:1904406)	1/7	5.587342e-03	3.835815e-02	0	0	2.219778e+02	1.151455e+03	CAV1
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Action Potential Involved In Regulation Of Contraction (GO:0098909)	1/7	5.587342e-03	3.835815e-02	0	0	2.219778e+02	1.151455e+03	CAV1
GO_Biological_Process_2023	Positive Regulation Of Extracellular Matrix Disassembly (GO:0090091)	1/7	5.587342e-03	3.835815e-02	0	0	2.219778e+02	1.151455e+03	PDPN
GO_Biological_Process_2023	Lymphatic Endothelial Cell Differentiation (GO:0060836)	1/7	5.587342e-03	3.835815e-02	0	0	2.219778e+02	1.151455e+03	PDPN
GO_Biological_Process_2023	Negative Regulation Of Apoptotic Process (GO:0043066)	3/482	6.165704e-03	3.835815e-02	0	0	9.396981e+00	4.781891e+01	CAV1;LAMP3;PDPN
GO_Biological_Process_2023	Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)	2/149	6.177737e-03	3.835815e-02	0	0	1.927794e+01	9.806309e+01	FOXJ1;FOXA2
GO_Biological_Process_2023	Negative Regulation Of Long-Term Synaptic Potentiation (GO:1900272)	1/8	6.383144e-03	3.835815e-02	0	0	1.902571e+02	9.615776e+02	AGER
GO_Biological_Process_2023	Regulation Of Gap Junction Assembly (GO:1903596)	1/8	6.383144e-03	3.835815e-02	0	0	1.902571e+02	9.615776e+02	CAV1
GO_Biological_Process_2023	Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process (GO:1903069)	1/8	6.383144e-03	3.835815e-02	0	0	1.902571e+02	9.615776e+02	CAV1
GO_Biological_Process_2023	Positive Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000049)	1/8	6.383144e-03	3.835815e-02	0	0	1.902571e+02	9.615776e+02	FOXA2
GO_Biological_Process_2023	Regulation Of Pinocytosis (GO:0048548)	1/8	6.383144e-03	3.835815e-02	0	0	1.902571e+02	9.615776e+02	CAV1
GO_Biological_Process_2023	Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)	2/152	6.420899e-03	3.835815e-02	0	0	1.888952e+01	9.535804e+01	CAV1;AGER
GO_Biological_Process_2023	Negative Regulation Of Humoral Immune Response Mediated By Circulating Immunoglobulin (GO:0002924)	1/9	7.178350e-03	3.835815e-02	0	0	1.664667e+02	8.217936e+02	FOXJ1
GO_Biological_Process_2023	Negative Regulation Of Protein Autophosphorylation (GO:0031953)	1/9	7.178350e-03	3.835815e-02	0	0	1.664667e+02	8.217936e+02	CAV1
GO_Biological_Process_2023	Actin-Mediated Cell Contraction (GO:0070252)	1/9	7.178350e-03	3.835815e-02	0	0	1.664667e+02	8.217936e+02	PDPN
GO_Biological_Process_2023	Regulation Of Long-Term Synaptic Depression (GO:1900452)	1/9	7.178350e-03	3.835815e-02	0	0	1.664667e+02	8.217936e+02	AGER
GO_Biological_Process_2023	Regulation Of Actin Filament-Based Movement (GO:1903115)	1/9	7.178350e-03	3.835815e-02	0	0	1.664667e+02	8.217936e+02	PDPN
GO_Biological_Process_2023	Lung Epithelium Development (GO:0060428)	1/9	7.178350e-03	3.835815e-02	0	0	1.664667e+02	8.217936e+02	FOXJ1
GO_Biological_Process_2023	Brain Development (GO:0007420)	2/169	7.880196e-03	3.835815e-02	0	0	1.695210e+01	8.210582e+01	NKX2-1;FOXJ1
GO_Biological_Process_2023	Regulation Of Coagulation (GO:0050818)	1/10	7.972959e-03	3.835815e-02	0	0	1.479630e+02	7.149126e+02	FOXA2
GO_Biological_Process_2023	Surfactant Homeostasis (GO:0043129)	1/10	7.972959e-03	3.835815e-02	0	0	1.479630e+02	7.149126e+02	SFTPD
GO_Biological_Process_2023	Cellular Response To Increased Oxygen Levels (GO:0036295)	1/10	7.972959e-03	3.835815e-02	0	0	1.479630e+02	7.149126e+02	CAV1
GO_Biological_Process_2023	Receptor-Mediated Endocytosis Of Virus By Host Cell (GO:0019065)	1/10	7.972959e-03	3.835815e-02	0	0	1.479630e+02	7.149126e+02	CAV1
GO_Biological_Process_2023	Regulation Of Lamellipodium Morphogenesis (GO:2000392)	1/10	7.972959e-03	3.835815e-02	0	0	1.479630e+02	7.149126e+02	PDPN
GO_Biological_Process_2023	Macrophage Chemotaxis (GO:0048246)	1/11	8.766972e-03	3.835815e-02	0	0	1.331600e+02	6.307475e+02	SFTPD
GO_Biological_Process_2023	Positive Regulation Of Lipid Transport (GO:0032370)	1/11	8.766972e-03	3.835815e-02	0	0	1.331600e+02	6.307475e+02	ABCA3
GO_Biological_Process_2023	Regulation Of Fatty Acid Metabolic Process (GO:0019217)	1/11	8.766972e-03	3.835815e-02	0	0	1.331600e+02	6.307475e+02	CAV1
GO_Biological_Process_2023	Negative Regulation Of Potassium Ion Transmembrane Transport (GO:1901380)	1/11	8.766972e-03	3.835815e-02	0	0	1.331600e+02	6.307475e+02	CAV1
GO_Biological_Process_2023	Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911)	1/11	8.766972e-03	3.835815e-02	0	0	1.331600e+02	6.307475e+02	CAV1
GO_Biological_Process_2023	Positive Regulation Of Platelet Aggregation (GO:1901731)	1/11	8.766972e-03	3.835815e-02	0	0	1.331600e+02	6.307475e+02	PDPN
GO_Biological_Process_2023	Negative Regulation Of Voltage-Gated Potassium Channel Activity (GO:1903817)	1/11	8.766972e-03	3.835815e-02	0	0	1.331600e+02	6.307475e+02	CAV1
GO_Biological_Process_2023	Positive Regulation Of Circadian Rhythm (GO:0042753)	1/11	8.766972e-03	3.835815e-02	0	0	1.331600e+02	6.307475e+02	NKX2-1
GO_Biological_Process_2023	Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:1901844)	1/11	8.766972e-03	3.835815e-02	0	0	1.331600e+02	6.307475e+02	CAV1
GO_Biological_Process_2023	Macrophage Migration (GO:1905517)	1/12	9.560390e-03	3.835815e-02	0	0	1.210485e+02	5.628908e+02	SFTPD
GO_Biological_Process_2023	Negative Regulation Of Potassium Ion Transport (GO:0043267)	1/12	9.560390e-03	3.835815e-02	0	0	1.210485e+02	5.628908e+02	CAV1
GO_Biological_Process_2023	Positive Regulation Of ERAD Pathway (GO:1904294)	1/12	9.560390e-03	3.835815e-02	0	0	1.210485e+02	5.628908e+02	CAV1
GO_Biological_Process_2023	Adult Locomotory Behavior (GO:0008344)	1/12	9.560390e-03	3.835815e-02	0	0	1.210485e+02	5.628908e+02	FOXA2
GO_Biological_Process_2023	Regulation Of T Cell Differentiation In Thymus (GO:0033081)	1/12	9.560390e-03	3.835815e-02	0	0	1.210485e+02	5.628908e+02	FOXJ1
GO_Biological_Process_2023	Response To Interleukin-6 (GO:0070741)	1/12	9.560390e-03	3.835815e-02	0	0	1.210485e+02	5.628908e+02	FOXA2
GO_Biological_Process_2023	Positive Regulation Of Cellular Extravasation (GO:0002693)	1/12	9.560390e-03	3.835815e-02	0	0	1.210485e+02	5.628908e+02	AGER
GO_Biological_Process_2023	Positive Regulation Of Vasoconstriction (GO:0045907)	1/12	9.560390e-03	3.835815e-02	0	0	1.210485e+02	5.628908e+02	CAV1
GO_Biological_Process_2023	Regulation Of Cell Communication By Electrical Coupling (GO:0010649)	1/12	9.560390e-03	3.835815e-02	0	0	1.210485e+02	5.628908e+02	CAV1
GO_Biological_Process_2023	Endocytosis (GO:0006897)	2/189	9.770619e-03	3.870690e-02	0	0	1.512376e+01	6.999843e+01	CAV1;SFTPD
GO_Biological_Process_2023	Membrane Depolarization (GO:0051899)	1/13	1.035321e-02	3.870690e-02	0	0	1.109556e+02	5.071178e+02	CAV1
GO_Biological_Process_2023	Regulation Of Gastrulation (GO:0010470)	1/13	1.035321e-02	3.870690e-02	0	0	1.109556e+02	5.071178e+02	FOXA2
GO_Biological_Process_2023	Regulation Of Lamellipodium Organization (GO:1902743)	1/13	1.035321e-02	3.870690e-02	0	0	1.109556e+02	5.071178e+02	PDPN
GO_Biological_Process_2023	Negative Regulation Of T Cell Differentiation (GO:0045581)	1/13	1.035321e-02	3.870690e-02	0	0	1.109556e+02	5.071178e+02	FOXJ1
GO_Biological_Process_2023	Response To Progesterone (GO:0032570)	1/13	1.035321e-02	3.870690e-02	0	0	1.109556e+02	5.071178e+02	CAV1
GO_Biological_Process_2023	Establishment Of Apical/Basal Cell Polarity (GO:0035089)	1/14	1.114544e-02	4.029505e-02	0	0	1.024154e+02	4.605338e+02	FOXJ1
GO_Biological_Process_2023	Regulation Of Extracellular Matrix Disassembly (GO:0010715)	1/14	1.114544e-02	4.029505e-02	0	0	1.024154e+02	4.605338e+02	PDPN
GO_Biological_Process_2023	Negative Regulation Of Receptor Signaling Pathway Via STAT (GO:1904893)	1/14	1.114544e-02	4.029505e-02	0	0	1.024154e+02	4.605338e+02	CAV1
GO_Biological_Process_2023	Epiboly Involved In Wound Healing (GO:0090505)	1/15	1.193707e-02	4.222900e-02	0	0	9.509524e+01	4.210918e+02	PDPN
GO_Biological_Process_2023	Negative Regulation Of Cation Transmembrane Transport (GO:1904063)	1/15	1.193707e-02	4.222900e-02	0	0	9.509524e+01	4.210918e+02	CAV1
GO_Biological_Process_2023	Positive Regulation Of Homotypic Cell-Cell Adhesion (GO:0034112)	1/16	1.272811e-02	4.317061e-02	0	0	8.875111e+01	3.873047e+02	PDPN
GO_Biological_Process_2023	DNA-templated Transcription Termination (GO:0006353)	1/16	1.272811e-02	4.317061e-02	0	0	8.875111e+01	3.873047e+02	NKX2-1
GO_Biological_Process_2023	Negative Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046426)	1/16	1.272811e-02	4.317061e-02	0	0	8.875111e+01	3.873047e+02	CAV1
GO_Biological_Process_2023	Negative Regulation Of Anoikis (GO:2000811)	1/16	1.272811e-02	4.317061e-02	0	0	8.875111e+01	3.873047e+02	CAV1
GO_Biological_Process_2023	Positive Regulation Of Cell Motility (GO:2000147)	2/221	1.317223e-02	4.422107e-02	0	0	1.289302e+01	5.582219e+01	CAV1;PDPN
GO_Biological_Process_2023	Transcription By RNA Polymerase I (GO:0006360)	1/17	1.351856e-02	4.447606e-02	0	0	8.320000e+01	3.580672e+02	NKX2-1
GO_Biological_Process_2023	Response To Interferon-Alpha (GO:0035455)	1/17	1.351856e-02	4.447606e-02	0	0	8.320000e+01	3.580672e+02	LAMP3
GO_Biological_Process_2023	Regulation Of Epithelial Cell Differentiation (GO:0030856)	1/18	1.430841e-02	4.526411e-02	0	0	7.830196e+01	3.325412e+02	CAV1
GO_Biological_Process_2023	Ureteric Bud Development (GO:0001657)	1/18	1.430841e-02	4.526411e-02	0	0	7.830196e+01	3.325412e+02	FOXJ1
GO_Biological_Process_2023	Positive Regulation Of Extracellular Matrix Organization (GO:1903055)	1/18	1.430841e-02	4.526411e-02	0	0	7.830196e+01	3.325412e+02	PDPN
GO_Biological_Process_2023	Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000047)	1/18	1.430841e-02	4.526411e-02	0	0	7.830196e+01	3.325412e+02	FOXA2
GO_Biological_Process_2023	Fluid Transport (GO:0042044)	1/19	1.509767e-02	4.642181e-02	0	0	7.394815e+01	3.100805e+02	PDPN
GO_Biological_Process_2023	Water Transport (GO:0006833)	1/19	1.509767e-02	4.642181e-02	0	0	7.394815e+01	3.100805e+02	PDPN
GO_Biological_Process_2023	Dopaminergic Neuron Differentiation (GO:0071542)	1/19	1.509767e-02	4.642181e-02	0	0	7.394815e+01	3.100805e+02	FOXA2
GO_Biological_Process_2023	Regulation Of Smooth Muscle Contraction (GO:0006940)	1/20	1.588634e-02	4.666612e-02	0	0	7.005263e+01	2.901787e+02	CAV1
GO_Biological_Process_2023	Negative Regulation Of B Cell Activation (GO:0050869)	1/20	1.588634e-02	4.666612e-02	0	0	7.005263e+01	2.901787e+02	FOXJ1
GO_Biological_Process_2023	Response To Ketone (GO:1901654)	1/20	1.588634e-02	4.666612e-02	0	0	7.005263e+01	2.901787e+02	CAV1
GO_Biological_Process_2023	Positive Regulation Of Embryonic Development (GO:0040019)	1/20	1.588634e-02	4.666612e-02	0	0	7.005263e+01	2.901787e+02	FOXA2
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Differentiation (GO:0030858)	1/20	1.588634e-02	4.666612e-02	0	0	7.005263e+01	2.901787e+02	FOXJ1
GO_Biological_Process_2023	Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	2/246	1.614001e-02	4.688788e-02	0	0	1.155738e+01	4.769099e+01	CAV1;AGER
GO_Biological_Process_2023	Negative Regulation Of Interleukin-2 Production (GO:0032703)	1/21	1.667441e-02	4.688788e-02	0	0	6.654667e+01	2.724341e+02	SFTPD
GO_Biological_Process_2023	Chaperone-Mediated Protein Complex Assembly (GO:0051131)	1/21	1.667441e-02	4.688788e-02	0	0	6.654667e+01	2.724341e+02	HOPX
GO_Biological_Process_2023	Positive Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902993)	1/21	1.667441e-02	4.688788e-02	0	0	6.654667e+01	2.724341e+02	AGER
GO_Biological_Process_2023	Regulation Of Anoikis (GO:2000209)	1/21	1.667441e-02	4.688788e-02	0	0	6.654667e+01	2.724341e+02	CAV1
GO_Biological_Process_2023	Mammary Gland Development (GO:0030879)	1/22	1.746190e-02	4.868614e-02	0	0	6.337460e+01	2.565235e+02	CAV1
GO_Biological_Process_2023	Negative Regulation Of Lymphocyte Activation (GO:0051250)	1/23	1.824879e-02	4.977896e-02	0	0	6.049091e+01	2.421848e+02	FOXJ1
GO_Biological_Process_2023	Endocrine System Development (GO:0035270)	1/23	1.824879e-02	4.977896e-02	0	0	6.049091e+01	2.421848e+02	NKX2-1
GO_Biological_Process_2023	Regulation Of Ruffle Assembly (GO:1900027)	1/24	1.903509e-02	4.977896e-02	0	0	5.785797e+01	2.292027e+02	CAV1
GO_Biological_Process_2023	Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114)	1/24	1.903509e-02	4.977896e-02	0	0	5.785797e+01	2.292027e+02	AGER
GO_Biological_Process_2023	Regulation Of Viral Life Cycle (GO:1903900)	1/24	1.903509e-02	4.977896e-02	0	0	5.785797e+01	2.292027e+02	LAMP3
GO_Biological_Process_2023	Dicarboxylic Acid Transport (GO:0006835)	1/24	1.903509e-02	4.977896e-02	0	0	5.785797e+01	2.292027e+02	PDPN
GO_Biological_Process_2023	Positive Regulation Of Cell Migration (GO:0030335)	2/272	1.950295e-02	4.977896e-02	0	0	1.043069e+01	4.106759e+01	CAV1;PDPN
GO_Biological_Process_2023	Sterol Transport (GO:0015918)	1/25	1.982080e-02	4.977896e-02	0	0	5.544444e+01	2.173990e+02	CAV1
GO_Biological_Process_2023	Ventricular Cardiac Muscle Tissue Development (GO:0003229)	1/25	1.982080e-02	4.977896e-02	0	0	5.544444e+01	2.173990e+02	HOPX
GO_Biological_Process_2023	Regulation Of B Cell Activation (GO:0050864)	1/25	1.982080e-02	4.977896e-02	0	0	5.544444e+01	2.173990e+02	FOXJ1
GO_Biological_Process_2023	Negative Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903051)	1/25	1.982080e-02	4.977896e-02	0	0	5.544444e+01	2.173990e+02	LAMP3
GO_Biological_Process_2023	Wound Healing, Spreading Of Cells (GO:0044319)	1/25	1.982080e-02	4.977896e-02	0	0	5.544444e+01	2.173990e+02	PDPN
GO_Biological_Process_2023	Regulation Of Platelet Aggregation (GO:0090330)	1/25	1.982080e-02	4.977896e-02	0	0	5.544444e+01	2.173990e+02	PDPN
GO_Biological_Process_2023	Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088)	1/26	2.060592e-02	5.059216e-02	0	0	5.322400e+01	2.066250e+02	FOXJ1
GO_Biological_Process_2023	Regulation Of Vasoconstriction (GO:0019229)	1/26	2.060592e-02	5.059216e-02	0	0	5.322400e+01	2.066250e+02	CAV1
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Contraction (GO:0086004)	1/26	2.060592e-02	5.059216e-02	0	0	5.322400e+01	2.066250e+02	CAV1
GO_Biological_Process_2023	Central Nervous System Development (GO:0007417)	2/283	2.100785e-02	5.099609e-02	0	0	1.001678e+01	3.869340e+01	NKX2-1;FOXJ1
GO_Biological_Process_2023	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	3/763	2.136518e-02	5.099609e-02	0	0	5.837247e+00	2.245001e+01	CAV1;NKX2-1;FOXJ1
GO_Biological_Process_2023	Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178)	1/27	2.139046e-02	5.099609e-02	0	0	5.117436e+01	1.967557e+02	FOXA2
GO_Biological_Process_2023	Regulation Of Peptidase Activity (GO:0052547)	1/27	2.139046e-02	5.099609e-02	0	0	5.117436e+01	1.967557e+02	CAV1
GO_Biological_Process_2023	Determination Of Bilateral Symmetry (GO:0009855)	1/28	2.217440e-02	5.210984e-02	0	0	4.927654e+01	1.876853e+02	FOXJ1
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)	1/28	2.217440e-02	5.210984e-02	0	0	4.927654e+01	1.876853e+02	CAV1
GO_Biological_Process_2023	RNA Biosynthetic Process (GO:0032774)	1/29	2.295775e-02	5.245209e-02	0	0	4.751429e+01	1.793236e+02	NKX2-1
GO_Biological_Process_2023	Modified Amino Acid Transport (GO:0072337)	1/29	2.295775e-02	5.245209e-02	0	0	4.751429e+01	1.793236e+02	PDPN
GO_Biological_Process_2023	Response To Steroid Hormone (GO:0048545)	1/29	2.295775e-02	5.245209e-02	0	0	4.751429e+01	1.793236e+02	CAV1
GO_Biological_Process_2023	Regulation Of Muscle Contraction (GO:0006937)	1/29	2.295775e-02	5.245209e-02	0	0	4.751429e+01	1.793236e+02	CAV1
GO_Biological_Process_2023	Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732)	1/30	2.374052e-02	5.386642e-02	0	0	4.587356e+01	1.715934e+02	CAV1
GO_Biological_Process_2023	Regulation Of Long-Term Synaptic Potentiation (GO:1900271)	1/31	2.452270e-02	5.451329e-02	0	0	4.434222e+01	1.644279e+02	AGER
GO_Biological_Process_2023	Regulation Of Cell Morphogenesis (GO:0022604)	1/31	2.452270e-02	5.451329e-02	0	0	4.434222e+01	1.644279e+02	PDPN
GO_Biological_Process_2023	Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238)	1/31	2.452270e-02	5.451329e-02	0	0	4.434222e+01	1.644279e+02	CAV1
GO_Biological_Process_2023	Amide Transport (GO:0042886)	1/32	2.530429e-02	5.550074e-02	0	0	4.290968e+01	1.577695e+02	PDPN
GO_Biological_Process_2023	Left/Right Pattern Formation (GO:0060972)	1/32	2.530429e-02	5.550074e-02	0	0	4.290968e+01	1.577695e+02	FOXJ1
GO_Biological_Process_2023	Regulation Of Potassium Ion Transmembrane Transport (GO:1901379)	1/33	2.608529e-02	5.594188e-02	0	0	4.156667e+01	1.515680e+02	CAV1
GO_Biological_Process_2023	Negative Regulation Of Endocytosis (GO:0045806)	1/33	2.608529e-02	5.594188e-02	0	0	4.156667e+01	1.515680e+02	CAV1
GO_Biological_Process_2023	Vasculogenesis (GO:0001570)	1/33	2.608529e-02	5.594188e-02	0	0	4.156667e+01	1.515680e+02	CAV1
GO_Biological_Process_2023	Negative Regulation Of Interleukin-6 Production (GO:0032715)	1/34	2.686571e-02	5.594188e-02	0	0	4.030505e+01	1.457795e+02	FOXJ1
GO_Biological_Process_2023	Cellular Response To Amyloid-Beta (GO:1904646)	1/34	2.686571e-02	5.594188e-02	0	0	4.030505e+01	1.457795e+02	AGER
GO_Biological_Process_2023	Cellular Response To Glucose Stimulus (GO:0071333)	1/34	2.686571e-02	5.594188e-02	0	0	4.030505e+01	1.457795e+02	AGER
GO_Biological_Process_2023	Response To Estrogen (GO:0043627)	1/34	2.686571e-02	5.594188e-02	0	0	4.030505e+01	1.457795e+02	CAV1
GO_Biological_Process_2023	Regulation Of Blood Circulation (GO:1903522)	1/34	2.686571e-02	5.594188e-02	0	0	4.030505e+01	1.457795e+02	AGER
GO_Biological_Process_2023	Skeletal Muscle Organ Development (GO:0060538)	1/35	2.764554e-02	5.720366e-02	0	0	3.911765e+01	1.403655e+02	CAV1
